2,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Kidney,27.5,UVB,,,32.26,,2,8,8,0,0,0,8,15,69.67,4.58,1.62,,,32.26,,2,8,8,0.2,6000,94,8,15,64.77,3.27,1.16,28,2aaa,6000,Standard Deviation,Individual,,-0.072927276,0.000858802,Alves and Agusti (2021),
2,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Kidney,27.5,UVB,,,32.26,,2,8,8,0,0,0,8,43,64.77,8.17,2.89,,,32.26,,2,8,8,0.1,3000,110,8,43,48.74,10.46,3.7,29,2aab,3000,Standard Deviation,Individual,,-0.284342485,0.007745951,Alves and Agusti (2021),
2,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Kidney,27.5,UVB,,,32.26,,2,8,8,0,0,0,8,43,64.77,8.17,2.89,,,32.26,,2,8,8,0.2,6000,270,8,43,71.31,11.44,4.04,29,2aab,6000,Standard Deviation,Individual,,0.096194037,0.005205945,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Skin,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,10,55.98,5.95,2.1,,,32.03,,2,8,8,0.1,3000,24,8,10,64.02,7.14,2.52,57,2aac,3000,Standard Deviation,Individual,,0.13420105,0.002966943,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Skin,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,10,55.98,5.95,2.1,,,32.03,,2,8,8,0.2,6000,61,8,10,60.15,5.06,1.79,57,2aac,6000,Standard Deviation,Individual,,0.071846958,0.002296727,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Skin,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,10,55.98,5.95,2.1,,,32.03,,2,8,8,0.4,12000,119,8,10,62.83,3.57,1.26,57,2aac,12000,Standard Deviation,Individual,,0.115438182,0.001815705,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Skin,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,43,60.45,4.76,1.68,,,32.03,,2,8,8,0.1,3000,103,8,43,68.49,2.68,0.95,58,2aad,3000,Standard Deviation,Individual,,0.124871172,0.000966445,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Skin,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,43,60.45,4.76,1.68,,,32.03,,2,8,8,0.2,6000,119,8,43,75.33,3.28,1.16,58,2aad,6000,Standard Deviation,Individual,,0.220061885,0.001012038,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Kidney,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,10,84.07,3.39,1.2,,,32.03,,2,8,8,0.1,3000,24,8,10,83.39,3.39,1.2,59,2aae,3000,Standard Deviation,Individual,,-0.008121387,0.000409825,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Kidney,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,10,84.07,3.39,1.2,,,32.03,,2,8,8,0.2,6000,61,8,10,86.1,2.37,0.84,59,2aae,6000,Standard Deviation,Individual,,0.023859626,0.000297959,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Kidney,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,10,84.07,3.39,1.2,,,32.03,,2,8,8,0.4,12000,119,8,10,86.44,1.35,0.48,59,2aae,12000,Standard Deviation,Individual,,0.027800746,0.000233738,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Kidney,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,43,80.68,1.7,0.6,,,32.03,,2,8,8,0.1,3000,103,8,43,81.36,4.07,1.44,60,2aaf,3000,Standard Deviation,Individual,,0.008393039,0.000368305,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Kidney,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,43,80.68,1.7,0.6,,,32.03,,2,8,8,0.2,6000,119,8,43,80.68,2.72,0.96,60,2aaf,6000,Standard Deviation,Individual,,0,0.000197572,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Liver,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,10,86.18,2.31,0.82,,,32.03,,2,8,8,0.1,3000,24,8,10,84.53,2.31,0.82,61,2aag,3000,Standard Deviation,Individual,,-0.019331631,0.000183159,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Liver,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,10,86.18,2.31,0.82,,,32.03,,2,8,8,0.2,6000,61,8,10,86.18,1.65,0.58,61,2aag,6000,Standard Deviation,Individual,,0,0.00013563,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Liver,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,10,86.18,2.31,0.82,,,32.03,,2,8,8,0.4,12000,119,8,10,87.83,0.99,0.35,61,2aag,12000,Standard Deviation,Individual,,0.018964996,0.000105691,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Liver,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,43,89.48,1,,,,32.03,,2,8,8,0.1,3000,103,8,43,89.65,1,,62,2aah,3000,Standard Deviation,Individual,,0.001898063,3.11648E-05,Alves and Agusti (2021),
2,2021,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farms (unspecified which species came from where; two farms indicated),Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Liver,27.5,UVB,,,32.03,,2,8,8,0,0,0,8,43,89.48,1,,,,32.03,,2,8,8,0.2,6000,119,8,43,88.82,0.99,0.35,62,2aah,6000,Standard Deviation,Individual,,-0.007403287,3.11415E-05,Alves and Agusti (2021),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,26.98,UVB,,,32.3,,2,8,8,0,0,0,8,10,52.87,2.41,0.85,,,31.3,,2,8,8,0.1,2400,23.97,8,10,65.37,3.29,1.16,63,3a,2400,Standard Deviation,Individual,yes,-0.212227367,0.000576357,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,26.98,UVB,,,32.3,,2,8,8,0,0,0,8,10,52.87,2.41,0.85,,,32.4,,2,8,8,0.21,6060,60.61,8,10,53.75,6.8,2.4,63,3a,6060,Standard Deviation,Individual,yes,-0.016507597,0.002260381,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,26.98,UVB,,,32.3,,2,8,8,0,0,0,8,10,52.87,2.41,0.85,,,32.4,,2,8,8,0.41,11860,118.6,8,10,43.11,14.7,5.2,63,3a,11860,Standard Deviation,Individual,yes,0.204081081,0.014793849,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,26.98,UVB,,,32.4,,2,10,10,0,0,0,8,43,56.16,5.7,1.8,,,32.4,,2,10,10,0.1,2400,103,8,43,60.77,9.66,3.05,64,3b,2400,Standard Deviation,Individual,yes,-0.078891486,0.003556967,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,26.98,UVB,,,32.4,,2,10,10,0,0,0,8,43,56.16,5.7,1.8,,,32.4,,2,10,10,0.21,6060,260.64,8,43,60.33,15.79,4.99,64,3b,6060,Standard Deviation,Individual,yes,-0.071624733,0.007880249,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Whole Animal Performance,Growth,Specific Growth Rate,Whole Animal,26.98,UVB,,,32.4,,2,30,30,0,0,0,8,10,3.68,0.05,0.0091,,,32.4,,2,30,30,0.1,2400,23.97,8,10,3.43,0.14,0.026,67,3c,2400,Standard Deviation,Individual,,-0.070352491,6.16859E-05,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Whole Animal Performance,Growth,Specific Growth Rate,Whole Animal,26.98,UVB,,,32.4,,2,30,30,0,0,0,8,10,3.68,0.05,0.0091,,,32.4,,2,30,30,0.21,6060,60.61,8,10,2.71,0.11,0.02,67,3c,6060,Standard Deviation,Individual,,-0.305964117,6.10729E-05,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Whole Animal Performance,Growth,Specific Growth Rate,Whole Animal,26.98,UVB,,,32.4,,2,30,30,0,0,0,8,10,3.68,0.05,0.0091,,,32.4,,2,30,30,0.41,11860,118.6,8,10,2.55,0.15,0.027,67,3c,11860,Standard Deviation,Individual,,-0.366819393,0.000121494,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Whole Animal Performance,Growth,Specific Growth Rate,Whole Animal,26.98,UVB,,,32.4,,2,30,30,0,0,0,8,43,2.62,0.04,0.0073,,,32.4,,2,30,30,0.1,2400,103,8,43,2.26,0.01,0.0018,68,3d,2400,Standard Deviation,Individual,,-0.147809504,8.42218E-06,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Whole Animal Performance,Growth,Specific Growth Rate,Whole Animal,26.98,UVB,,,32.4,,2,30,30,0,0,0,8,43,2.62,0.04,0.0073,,,32.4,,2,30,30,0.21,6060,260.64,8,43,1.94,0.05,0.0091,68,3d,6060,Standard Deviation,Individual,,-0.300486345,2.99115E-05,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,Total Peroxidase,Blood Plasma,26.98,UVB,,,32.4,,2,14,14,0,0,0,8,10,1.78,0.63,0.17,,,32.4,,2,14,14,0.1,2400,23.97,8,10,1.03,0.34,0.091,65,3e,2400,Standard Deviation,Individual,,-0.547054562,0.016730883,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,Total Peroxidase,Blood Plasma,26.98,UVB,,,32.4,,2,14,14,0,0,0,8,10,1.78,0.63,0.17,,,32.4,,2,14,14,0.21,6060,60.61,8,10,1.6,0.77,0.21,65,3e,6060,Standard Deviation,Individual,,-0.106609735,0.025490703,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,Total Peroxidase,Blood Plasma,26.98,UVB,,,32.4,,2,14,14,0,0,0,8,10,1.78,0.63,0.17,,,32.4,,2,14,14,0.41,11860,118.6,8,10,1.69,0.75,0.2,65,3e,11860,Standard Deviation,Individual,,-0.051884835,0.023015369,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,Total Peroxidase,Blood Plasma,26.98,UVB,,,32.4,,2,12,12,0,0,0,8,43,1.41,0.65,0.19,,,32.4,,2,12,12,0.1,2400,103,8,43,1.05,0.59,0.17,66,3f,2400,Standard Deviation,Individual,,-0.29479954,0.044020952,Alves et al (2020),
3,2020,Fish,Sparus aurata,Sparus aurata,Juvenile,Fish Farm and Laboratory,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,Total Peroxidase,Blood Plasma,26.98,UVB,,,32.4,,2,12,12,0,0,0,8,43,1.41,0.65,0.19,,,32.4,,2,12,12,0.21,6060,260.64,8,43,0.65,0.36,0.1,66,3f,6060,Standard Deviation,Individual,,-0.77437262,0.043271669,Alves et al (2020),
4,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farm,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Whole Animal Performance,Growth,Specific Growth Rate,Whole Animal,27.67,UVB,,,32.26,,2,24,24,0,0,0,8,15,46.1,3.2,0.65,,,32.26,,2,24,24,0.09,2550,38.32,8,15,31.7,0.8,0.16,72,4a,2550,Standard Deviation,Individual,,-0.374496269,0.000227301,Alves et al (2021),
4,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farm,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Whole Animal Performance,Growth,Specific Growth Rate,Whole Animal,27.67,UVB,,,32.26,,2,24,24,0,0,0,8,15,46.1,3.2,0.65,,,32.26,,2,24,24,0.22,6280,94.24,8,15,22.3,2,0.41,72,4a,6280,Standard Deviation,Individual,,-0.726226272,0.000535914,Alves et al (2021),
4,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farm,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Whole Animal Performance,Growth,Specific Growth Rate,Whole Animal,27.67,UVB,,,32.26,,2,24,24,0,0,0,8,43,76.3,8.2,1.67,,,32.26,,2,24,24,0.09,2550,109.85,8,43,54.4,5.9,1.2,73,4b,2550,Standard Deviation,Individual,,-0.338308784,0.000971358,Alves et al (2021),
4,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farm,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Whole Animal Performance,Growth,Specific Growth Rate,Whole Animal,27.67,UVB,,,32.26,,2,24,24,0,0,0,8,43,76.3,8.2,1.67,,,32.26,,2,24,24,0.22,6280,270.15,8,43,33.5,0.1,0.02,73,4b,6280,Standard Deviation,Individual,,-0.823127499,0.000481618,Alves et al (2021),
4,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farm,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,Total Peroxidase,Blood Plasma,27.67,UVB,,,32.26,,2,6,6,0,0,0,8,3,17.6,3.48,1.42,,,32.26,,2,6,6,0.09,2550,7.65,8,3,7.25,1.51,0.62,69,4c,2550,Standard Deviation,Individual,,-0.886897433,0.013745818,Alves et al (2021),
4,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farm,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,Total Peroxidase,Blood Plasma,27.67,UVB,,,32.26,,2,6,6,0,0,0,8,3,17.6,3.48,1.42,,,32.26,,2,6,6,0.22,6280,18.85,8,3,12.71,5.28,2.16,69,4c,6280,Standard Deviation,Individual,,-0.325509817,0.035278437,Alves et al (2021),
4,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farm,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,Total Peroxidase,Blood Plasma,27.67,UVB,,,32.26,,2,6,6,0,0,0,8,3,17.6,3.48,1.42,,,32.26,,2,6,6,0.4,11860,34.3,8,3,9.51,2.54,1.04,69,4c,11860,Standard Deviation,Individual,,-0.615555025,0.018405281,Alves et al (2021),
4,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farm,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,Total Peroxidase,Blood Plasma,27.67,UVB,,,32.26,,2,10,10,0,0,0,8,15,23.15,3.2,1.01,,,32.26,,2,10,10,0.09,2550,38.32,8,15,10.64,2.06,0.65,70,4d,2550,Standard Deviation,Individual,,-0.777374297,0.005659169,Alves et al (2021),
4,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farm,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,Total Peroxidase,Blood Plasma,27.67,UVB,,,32.26,,2,10,10,0,0,0,8,15,23.15,3.2,1.01,,,32.26,,2,10,10,0.22,6280,94.24,8,15,11.29,2.45,0.77,70,4d,6280,Standard Deviation,Individual,,-0.718077402,0.006619893,Alves et al (2021),
4,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farm,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,Total Peroxidase,Blood Plasma,27.67,UVB,,,32.26,,2,10,10,0,0,0,8,43,20.71,3.67,1.5,,,32.26,,2,10,10,0.09,2550,109.85,8,43,12.05,2.17,0.89,71,4e,2550,Standard Deviation,Individual,,-0.541552015,0.006383294,Alves et al (2021),
4,2021,Fish,Dicentrarchus labrax,Dicentrarchus labrax,Juvenile,Fish Farm,Captive,Saudi Arabia ,,,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,Total Peroxidase,Blood Plasma,27.67,UVB,,,32.26,,2,10,10,0,0,0,8,43,20.71,3.67,1.5,,,32.26,,2,10,10,0.22,6280,270.15,8,43,7.53,2.73,1.11,71,4e,6280,Standard Deviation,Individual,,-1.011721634,0.016284542,Alves et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Gene and Cellular Processes,Neuromusclular,Acytlcholinesterase,Whole Body Homogenate,19,UVB,,3,,,3,8,3,0,0,0,0,3,75.44,2.28,1.32,,3,,,3,8,3,1.15,12420,37.26,3,3,65.44,2.28,1.32,75,6a,12420,Not Specified,Homogenate Replicate,,-0.142203946,0.000709104,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Gene and Cellular Processes,Neuromusclular,Acytlcholinesterase,Whole Body Homogenate,19,UVB,,3,,,3,8,3,0,0,0,0,3,75.44,2.28,1.32,,3,,,3,8,3,1.62,17496,52.488,3,3,60.61,0.71,,75,6a,17496,Not Specified,Homogenate Replicate,,-0.218877742,0.000350212,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Gene and Cellular Processes,Neuromusclular,Acytlcholinesterase,Whole Body Homogenate,19,UVB,,3,,,3,8,3,0,0,0,0,3,75.44,2.28,1.32,,3,,,3,8,3,1.15,16560,49.68,4,3,78.77,5.08,2.93,75,6a,16560,Not Specified,Homogenate Replicate,,0.043194575,0.001690857,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Gene and Cellular Processes,Neuromusclular,Acytlcholinesterase,Whole Body Homogenate,19,UVB,,3,,,3,8,3,0,0,0,0,3,75.44,2.28,1.32,,3,,,3,8,3,1.62,23328,69.984,4,3,65.44,6.67,3.85,75,6a,23328,Not Specified,Homogenate Replicate,,-0.142203946,0.003767401,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Gene and Cellular Processes,Neuromusclular,Acytlcholinesterase,Whole Body Homogenate,19,UVB,,3,,,3,8,3,0,0,0,0,3,75.44,2.28,1.32,,3,,,3,8,3,1.15,22770,68.31,5.5,3,68.07,3.51,2.02,75,6a,22770,Not Specified,Homogenate Replicate,,-0.102801051,0.001190772,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Gene and Cellular Processes,Neuromusclular,Acytlcholinesterase,Whole Body Homogenate,19,UVB,,3,,,3,8,3,0,0,0,0,3,75.44,2.28,1.32,,3,,,3,8,3,1.62,32076,96.228,5.5,3,73.68,5.09,2.94,75,6a,32076,Not Specified,Homogenate Replicate,,-0.023606246,0.001895269,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,CAT Activity,Whole Body Homogenate,19,UVB,,3,,,3,8,3,0,0,0,0,3,6.87,0.62,0.36,,3,,,3,8,3,1.15,12420,37.26,3,3,6.45,0.16,0.092,76,6b,12420,Not Specified,Homogenate Replicate,,-0.063083975,0.002919983,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,CAT Activity,Whole Body Homogenate,19,UVB,,3,,,3,8,3,0,0,0,0,3,6.87,0.62,0.36,,3,,,3,8,3,1.62,17496,52.488,3,3,6.19,0.96,0.55,76,6b,17496,Not Specified,Homogenate Replicate,,-0.10422902,0.010732385,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,CAT Activity,Whole Body Homogenate,19,UVB,,3,,,3,8,3,0,0,0,0,3,6.87,0.62,0.36,,3,,,3,8,3,1.15,16560,49.68,4,3,7.09,0.42,0.24,76,6b,16560,Not Specified,Homogenate Replicate,,0.031521234,0.003884595,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,CAT Activity,Whole Body Homogenate,19,UVB,,3,,,3,8,3,0,0,0,0,3,6.87,0.62,0.36,,3,,,3,8,3,1.62,23328,69.984,4,3,6.71,0.57,0.33,76,6b,23328,Not Specified,Homogenate Replicate,,-0.023565155,0.005120246,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,CAT Activity,Whole Body Homogenate,19,UVB,,3,,,3,8,3,0,0,0,0,3,6.87,0.62,0.36,,3,,,3,8,3,1.15,22770,68.31,5.5,3,6.71,0.2,0.12,76,6b,22770,Not Specified,Homogenate Replicate,,-0.023565155,0.003011005,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,CAT Activity,Whole Body Homogenate,19,UVB,,3,,,3,8,3,0,0,0,0,3,6.87,0.62,0.36,,3,,,3,8,3,1.62,32076,96.228,5.5,3,7.71,0.4,0.23,76,6b,32076,Not Specified,Homogenate Replicate,,0.115354081,0.003612069,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,19,UVB,,3,,,,12,12,0,0,0,0,3,2.91,0.05,0.014,,3,,,,12,12,1.15,12420,37.26,3,3,2.77,0.03,0.0087,78,6c,12420,Not Specified,Individual,,-0.049305761,3.43768E-05,Araujo et al (2021),
6,2021,Fish,Solea senegalensis,Solea senegalensis,Larva,Fish Farm,Captive,Portugal,,,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,19,UVB,,3,,,,12,12,0,0,0,0,3,2.91,0.05,0.014,,3,,,,12,12,1.62,17496,52.488,3,3,2.7,0.04,0.012,78,6c,17496,Not Specified,Individual,,-0.074901308,4.2892E-05,Araujo et al (2021),
